Tỉnh/Bang,Quốc gia/Vùng lãnh thổ,Vĩ độ,Kinh độ,Ngày,Ca xác nhận,Tử vong,Hồi phục,Đang điều trị,Khu vực WHO
unknown,niger,17.607789,8.081666,2020-04-14,570,14,90,466,africa
unknown,nigeria,9.082,8.6753,2020-04-14,373,11,99,263,africa
unknown,north macedonia,41.6086,21.7453,2020-04-14,908,44,86,778,europe
unknown,norway,60.472,8.4689,2020-04-14,6623,139,32,6452,europe
unknown,oman,21.512583,55.92325500000001,2020-04-14,813,4,130,679,eastern mediterranean
unknown,pakistan,30.3753,69.3451,2020-04-14,6383,111,1446,4826,eastern mediterranean
unknown,panama,8.538,-80.7821,2020-04-14,3472,94,61,3317,americas
unknown,papua new guinea,-6.314993,143.95555,2020-04-14,2,0,0,2,western pacific
unknown,paraguay,-23.4425,-58.4438,2020-04-14,159,7,22,130,americas
unknown,peru,-9.19,-75.0152,2020-04-14,10303,230,2869,7204,americas
unknown,philippines,12.879721,121.77401699999999,2020-04-14,5223,335,295,4593,western pacific
unknown,poland,51.9194,19.1451,2020-04-14,7202,263,618,6321,europe
unknown,portugal,39.3999,-8.2245,2020-04-14,17448,567,347,16534,europe
unknown,qatar,25.3548,51.1839,2020-04-14,3428,7,373,3048,eastern mediterranean
unknown,romania,45.9432,24.9668,2020-04-14,6879,351,1051,5477,europe
unknown,russia,61.52401,105.31875600000001,2020-04-14,21102,170,1694,19238,europe
unknown,rwanda,-1.9403,29.8739,2020-04-14,134,0,49,85,africa
unknown,saint lucia,13.9094,-60.9789,2020-04-14,15,0,11,4,americas
unknown,saint vincent and the grenadines,12.9843,-61.2872,2020-04-14,12,0,1,11,americas
unknown,san marino,43.9424,12.4578,2020-04-14,371,36,53,282,europe
unknown,saudi arabia,23.885942,45.079162,2020-04-14,5369,73,889,4407,eastern mediterranean
unknown,senegal,14.4974,-14.4524,2020-04-14,299,2,183,114,africa
unknown,serbia,44.0165,21.0059,2020-04-14,4465,94,0,4371,europe
unknown,seychelles,-4.6796,55.492,2020-04-14,11,0,0,11,africa
unknown,singapore,1.2833,103.8333,2020-04-14,3252,10,611,2631,western pacific
unknown,slovakia,48.669,19.699,2020-04-14,835,2,113,720,europe
unknown,slovenia,46.1512,14.9955,2020-04-14,1220,56,152,1012,europe
unknown,somalia,5.152149,46.199616,2020-04-14,60,2,2,56,eastern mediterranean
unknown,south africa,-30.5595,22.9375,2020-04-14,2415,27,410,1978,africa
unknown,spain,40.463667,-3.7492199999999998,2020-04-14,172541,18056,67504,86981,europe
unknown,sri lanka,7.873054,80.77179699999998,2020-04-14,233,7,61,165,south-east asia
unknown,sudan,12.8628,30.2176,2020-04-14,32,5,4,23,eastern mediterranean
unknown,suriname,3.9193,-56.0278,2020-04-14,10,1,6,3,americas
unknown,sweden,60.128161,18.643501,2020-04-14,11445,1033,0,10412,europe
unknown,switzerland,46.8182,8.2275,2020-04-14,25936,1174,13700,11062,europe
unknown,taiwan*,23.7,121.0,2020-04-14,393,6,124,263,western pacific
unknown,tanzania,-6.369028,34.888822,2020-04-14,53,3,7,43,africa
unknown,thailand,15.870032,100.992541,2020-04-14,2613,41,1405,1167,south-east asia
unknown,togo,8.6195,0.8248,2020-04-14,77,3,32,42,africa
unknown,trinidad and tobago,10.6918,-61.2225,2020-04-14,113,8,17,88,americas
unknown,tunisia,33.886917,9.537499,2020-04-14,747,34,43,670,eastern mediterranean
unknown,turkey,38.9637,35.2433,2020-04-14,65111,1403,4799,58909,europe
unknown,uganda,1.373333,32.290275,2020-04-14,55,0,8,47,africa
unknown,ukraine,48.3794,31.1656,2020-04-14,3372,98,119,3155,europe
unknown,united arab emirates,23.424076,53.847818000000004,2020-04-14,4933,28,933,3972,eastern mediterranean
bermuda,united kingdom,32.3078,-64.7505,2020-04-14,57,5,30,22,europe
cayman islands,united kingdom,19.3133,-81.2546,2020-04-14,54,1,6,47,europe
channel islands,united kingdom,49.3723,-2.3644,2020-04-14,440,13,48,379,europe
gibraltar,united kingdom,36.1408,-5.3536,2020-04-14,129,0,93,36,europe
isle of man,united kingdom,54.2361,-4.5481,2020-04-14,254,2,141,111,europe
montserrat,united kingdom,16.742498,-62.187366000000004,2020-04-14,11,0,1,10,europe
unknown,united kingdom,55.3781,-3.4360000000000004,2020-04-14,101393,14085,0,87308,europe
unknown,uruguay,-32.5228,-55.7658,2020-04-14,492,8,260,224,americas
unknown,us,40.0,-100.0,2020-04-14,608878,30780,47763,530335,americas
unknown,uzbekistan,41.377491,64.585262,2020-04-14,1165,4,99,1062,europe
unknown,venezuela,6.4238,-66.5897,2020-04-14,189,9,110,70,americas
unknown,vietnam,14.058323999999999,108.277199,2020-04-14,266,0,169,97,western pacific
unknown,zambia,-13.133897,27.849332,2020-04-14,45,2,30,13,africa
unknown,zimbabwe,-19.015438,29.154857,2020-04-14,17,3,0,14,africa
unknown,dominica,15.415,-61.371,2020-04-14,16,0,8,8,americas
unknown,grenada,12.1165,-61.678999999999995,2020-04-14,14,0,0,14,americas
unknown,mozambique,-18.665695,35.529562,2020-04-14,28,0,0,28,africa
unknown,syria,34.802075,38.99681500000001,2020-04-14,29,2,0,27,eastern mediterranean
unknown,timor-leste,-8.874217,125.727539,2020-04-14,6,0,0,6,south-east asia
unknown,belize,17.1899,-88.4976,2020-04-14,18,2,0,16,americas
unknown,laos,19.856270000000002,102.495496,2020-04-14,19,0,1,18,western pacific
unknown,libya,26.3351,17.228331,2020-04-14,35,1,9,25,eastern mediterranean
unknown,west bank and gaza,31.9522,35.2332,2020-04-14,284,2,62,220,eastern mediterranean
unknown,guinea-bissau,11.8037,-15.1804,2020-04-14,38,0,0,38,africa
unknown,mali,17.570692,-3.996166000000001,2020-04-14,144,13,34,97,africa
unknown,saint kitts and nevis,17.357822,-62.782998,2020-04-14,14,0,0,14,americas
northwest territories,canada,64.8255,-124.8457,2020-04-14,5,0,0,5,americas
yukon,canada,64.2823,-135.0,2020-04-14,8,0,0,8,americas
unknown,kosovo,42.602636,20.902977,2020-04-14,387,8,66,313,europe
unknown,burma,21.9162,95.956,2020-04-14,63,4,2,57,south-east asia
anguilla,united kingdom,18.2206,-63.0686,2020-04-14,3,0,1,2,europe
british virgin islands,united kingdom,18.4207,-64.64,2020-04-14,3,0,2,1,europe
turks and caicos islands,united kingdom,21.69400000000001,-71.7979,2020-04-14,10,1,0,9,europe
unknown,botswana,-22.3285,24.6849,2020-04-14,13,1,0,12,africa
unknown,burundi,-3.3731,29.9189,2020-04-14,5,1,0,4,africa
unknown,sierra leone,8.460555000000001,-11.779889,2020-04-14,11,0,0,11,africa
unknown,malawi,-13.2543,34.3015,2020-04-14,16,2,0,14,africa
falkland islands (malvinas),united kingdom,-51.7963,-59.5236,2020-04-14,11,0,1,10,europe
saint pierre and miquelon,france,46.8852,-56.3159,2020-04-14,1,0,0,1,europe
unknown,south sudan,6.8770000000000024,31.307,2020-04-14,4,0,0,4,africa
unknown,western sahara,24.2155,-12.8858,2020-04-14,6,0,0,6,africa
unknown,sao tome and principe,0.1864,6.6131,2020-04-14,4,0,0,4,africa
unknown,yemen,15.552726999999999,48.516388,2020-04-14,1,0,0,1,eastern mediterranean
unknown,comoros,-11.6455,43.3333,2020-04-14,0,0,0,0,africa
unknown,tajikistan,38.861,71.2761,2020-04-14,0,0,0,0,europe
unknown,lesotho,-29.61,28.2336,2020-04-14,0,0,0,0,africa
unknown,afghanistan,33.93911,67.709953,2020-04-15,784,25,43,716,eastern mediterranean
unknown,albania,41.1533,20.1683,2020-04-15,494,25,251,218,europe
unknown,algeria,28.0339,1.6596,2020-04-15,2160,336,708,1116,africa
unknown,andorra,42.5063,1.5218,2020-04-15,673,33,169,471,europe
unknown,angola,-11.2027,17.8739,2020-04-15,19,2,5,12,africa
unknown,antigua and barbuda,17.0608,-61.7964,2020-04-15,23,2,3,18,americas
unknown,argentina,-38.4161,-63.6167,2020-04-15,2443,111,596,1736,americas
unknown,armenia,40.0691,45.0382,2020-04-15,1111,17,297,797,europe
australian capital territory,australia,-35.4735,149.0124,2020-04-15,103,3,72,28,western pacific
new south wales,australia,-33.8688,151.2093,2020-04-15,2886,25,4,2857,western pacific
northern territory,australia,-12.4634,130.8456,2020-04-15,28,0,6,22,western pacific
queensland,australia,-27.4698,153.0251,2020-04-15,999,5,442,552,western pacific
south australia,australia,-34.9285,138.6007,2020-04-15,433,4,240,189,western pacific
tasmania,australia,-42.8821,147.3272,2020-04-15,165,6,53,106,western pacific
victoria,australia,-37.8136,144.9631,2020-04-15,1299,14,1118,167,western pacific
western australia,australia,-31.9505,115.8605,2020-04-15,527,6,251,270,western pacific
unknown,austria,47.5162,14.5501,2020-04-15,14336,393,8098,5845,europe
unknown,azerbaijan,40.1431,47.5769,2020-04-15,1253,13,404,836,europe
unknown,bahamas,25.025885,-78.035889,2020-04-15,49,8,6,35,americas
unknown,bahrain,26.0275,50.55,2020-04-15,1671,7,663,1001,eastern mediterranean
unknown,bangladesh,23.685,90.3563,2020-04-15,1231,50,49,1132,south-east asia
unknown,barbados,13.1939,-59.5432,2020-04-15,73,5,15,53,americas
unknown,belarus,53.7098,27.9534,2020-04-15,3728,36,203,3489,europe
unknown,belgium,50.8333,4.469936,2020-04-15,33573,4440,7107,22026,europe
unknown,benin,9.3077,2.3158,2020-04-15,35,1,18,16,africa
unknown,bhutan,27.5142,90.4336,2020-04-15,5,0,2,3,south-east asia
unknown,bolivia,-16.2902,-63.5887,2020-04-15,397,28,7,362,americas
unknown,bosnia and herzegovina,43.9159,17.6791,2020-04-15,1110,41,253,816,europe
unknown,brazil,-14.235,-51.9253,2020-04-15,28320,1736,14026,12558,americas
unknown,brunei,4.5353,114.7277,2020-04-15,136,1,108,27,western pacific
unknown,bulgaria,42.7339,25.4858,2020-04-15,747,36,105,606,europe
unknown,burkina faso,12.2383,-1.5616,2020-04-15,542,32,226,284,africa
unknown,cabo verde,16.5388,-23.0418,2020-04-15,56,1,1,54,africa
unknown,cambodia,11.55,104.9167,2020-04-15,122,0,96,26,western pacific
unknown,cameroon,3.8480000000000003,11.5021,2020-04-15,848,17,165,666,africa
alberta,canada,53.9333,-116.5765,2020-04-15,1870,48,0,1822,americas
british columbia,canada,53.7267,-127.6476,2020-04-15,1517,72,0,1445,americas
manitoba,canada,53.7609,-98.8139,2020-04-15,246,5,0,241,americas
new brunswick,canada,46.5653,-66.4619,2020-04-15,117,0,0,117,americas
newfoundland and labrador,canada,53.1355,-57.6604,2020-04-15,247,3,0,244,americas
nova scotia,canada,44.681999999999995,-63.7443,2020-04-15,549,3,0,546,americas
ontario,canada,51.2538,-85.3232,2020-04-15,8447,385,0,8062,americas
prince edward island,canada,46.5107,-63.4168,2020-04-15,26,0,0,26,americas
quebec,canada,52.9399,-73.5491,2020-04-15,14860,487,0,14373,americas
saskatchewan,canada,52.9399,-106.4509,2020-04-15,304,4,0,300,americas
unknown,central african republic,6.6111,20.9394,2020-04-15,12,0,4,8,africa
unknown,chad,15.4542,18.7322,2020-04-15,23,0,2,21,africa
unknown,chile,-35.6751,-71.543,2020-04-15,8712,94,2937,5681,americas
anhui,china,31.8257,117.2264,2020-04-15,991,6,984,1,western pacific
beijing,china,40.1824,116.4142,2020-04-15,590,8,495,87,western pacific
chongqing,china,30.0572,107.874,2020-04-15,579,6,570,3,western pacific
fujian,china,26.0789,117.9874,2020-04-15,353,1,331,21,western pacific
gansu,china,35.7518,104.2861,2020-04-15,139,2,136,1,western pacific
guangdong,china,23.3417,113.4244,2020-04-15,1566,8,1462,96,western pacific
guangxi,china,23.8298,108.7881,2020-04-15,254,2,252,0,western pacific
guizhou,china,26.8154,106.8748,2020-04-15,146,2,144,0,western pacific
hainan,china,19.1959,109.7453,2020-04-15,168,6,162,0,western pacific
hebei,china,39.549,116.1306,2020-04-15,327,6,0,321,western pacific
heilongjiang,china,47.861999999999995,127.7615,2020-04-15,841,13,470,358,western pacific
henan,china,37.8957,114.9042,2020-04-15,1276,22,0,1254,western pacific
hong kong,china,22.3,114.2,2020-04-15,1017,4,459,554,western pacific
hubei,china,30.9756,112.2707,2020-04-15,67803,3222,64402,179,western pacific
hunan,china,27.6104,111.7088,2020-04-15,1019,4,1014,1,western pacific
inner mongolia,china,44.0935,113.9448,2020-04-15,190,1,94,95,western pacific
jiangsu,china,32.9711,119.455,2020-04-15,653,0,642,11,western pacific
jiangxi,china,27.614,115.7221,2020-04-15,937,1,936,0,western pacific
jilin,china,43.6661,126.1923,2020-04-15,102,1,96,5,western pacific
liaoning,china,41.2956,122.6085,2020-04-15,145,2,138,5,western pacific
macau,china,22.1667,113.55,2020-04-15,45,0,16,29,western pacific
ningxia,china,37.2692,106.1655,2020-04-15,75,0,75,0,western pacific
qinghai,china,35.7452,95.9956,2020-04-15,18,0,18,0,western pacific
shaanxi,china,35.1917,108.8701,2020-04-15,256,3,251,2,western pacific
shandong,china,36.3427,118.1498,2020-04-15,784,7,761,16,western pacific
shanghai,china,31.201999999999998,121.4491,2020-04-15,622,7,485,130,western pacific
shanxi,china,37.5777,112.2922,2020-04-15,186,0,135,51,western pacific
sichuan,china,30.6171,102.7103,2020-04-15,560,3,550,7,western pacific
tianjin,china,39.3054,117.323,2020-04-15,185,3,171,11,western pacific
tibet,china,31.6927,88.0924,2020-04-15,1,0,1,0,western pacific
xinjiang,china,41.1129,85.2401,2020-04-15,76,3,73,0,western pacific
yunnan,china,24.974,101.48700000000001,2020-04-15,184,2,176,6,western pacific
zhejiang,china,29.1832,120.0934,2020-04-15,1268,1,1244,23,western pacific
unknown,colombia,4.5709,-74.2973,2020-04-15,3105,131,452,2522,americas
unknown,congo (brazzaville),-0.228,15.8277,2020-04-15,117,5,11,101,africa
unknown,congo (kinshasa),-4.0383,21.7587,2020-04-15,254,21,21,212,africa
unknown,costa rica,9.7489,-83.7534,2020-04-15,626,4,67,555,americas
unknown,cote d'ivoire,7.54,-5.5471,2020-04-15,638,6,114,518,africa
unknown,croatia,45.1,15.2,2020-04-15,1741,33,473,1235,europe
unknown,cuba,21.521757,-77.78116700000002,2020-04-15,814,24,151,639,americas
unknown,cyprus,35.1264,33.4299,2020-04-15,715,12,65,638,europe
unknown,czechia,49.8175,15.472999999999999,2020-04-15,6216,166,819,5231,europe
faroe islands,denmark,61.8926,-6.9118,2020-04-15,184,0,166,18,europe
greenland,greenland,71.7069,-42.6043,2020-04-15,11,0,11,0,europe
unknown,denmark,56.2639,9.5018,2020-04-15,6681,309,2748,3624,europe
unknown,djibouti,11.8251,42.5903,2020-04-15,435,2,71,362,eastern mediterranean
unknown,dominican republic,18.7357,-70.1627,2020-04-15,3614,189,208,3217,americas
unknown,ecuador,-1.8312,-78.1834,2020-04-15,7858,388,780,6690,americas
unknown,egypt,26.820553000000004,30.802497999999996,2020-04-15,2505,183,589,1733,eastern mediterranean
unknown,el salvador,13.7942,-88.8965,2020-04-15,159,6,30,123,americas
unknown,equatorial guinea,1.6508,10.2679,2020-04-15,51,0,4,47,africa
unknown,eritrea,15.1794,39.7823,2020-04-15,35,0,0,35,africa
unknown,estonia,58.5953,25.0136,2020-04-15,1400,35,117,1248,europe
unknown,eswatini,-26.5225,31.4659,2020-04-15,15,0,8,7,africa
unknown,ethiopia,9.145,40.4897,2020-04-15,85,3,15,67,africa
unknown,fiji,-17.7134,178.065,2020-04-15,16,0,0,16,western pacific
unknown,finland,61.92411,25.748151,2020-04-15,3237,72,300,2865,europe
french guiana,france,3.9339,-53.1258,2020-04-15,86,0,51,35,europe
french polynesia,france,-17.6797,149.4068,2020-04-15,55,0,0,55,europe
guadeloupe,france,16.265,-61.551,2020-04-15,145,8,67,70,europe
mayotte,france,-12.8275,45.166244,2020-04-15,217,3,69,145,europe
new caledonia,france,-20.904304999999997,165.618042,2020-04-15,18,0,1,17,europe
reunion,france,-21.1151,55.5364,2020-04-15,391,0,237,154,europe
saint barthelemy,france,17.9,-62.8333,2020-04-15,6,0,4,2,europe
st martin,france,18.0708,-63.0501,2020-04-15,35,2,13,20,europe
martinique,france,14.6415,-61.0242,2020-04-15,158,8,73,77,europe
unknown,france,46.2276,2.2137,2020-04-15,132473,17148,30440,84885,europe
unknown,gabon,-0.8037,11.6094,2020-04-15,80,1,4,75,africa
unknown,gambia,13.4432,-15.3101,2020-04-15,9,1,2,6,africa
unknown,georgia,42.3154,43.3569,2020-04-15,306,3,71,232,europe
unknown,germany,51.165690999999995,10.451526,2020-04-15,134753,3804,72600,58349,europe
unknown,ghana,7.9465,-1.0232,2020-04-15,636,8,17,611,africa
unknown,greece,39.0742,21.8243,2020-04-15,2192,102,269,1821,europe
unknown,guatemala,15.7835,-90.2308,2020-04-15,180,5,19,156,americas
unknown,guinea,9.9456,-9.6966,2020-04-15,404,1,31,372,africa
unknown,guyana,4.860416000000002,-58.93018000000001,2020-04-15,55,6,8,41,americas
unknown,haiti,18.9712,-72.2852,2020-04-15,41,3,0,38,americas
unknown,holy see,41.9029,12.4534,2020-04-15,8,0,2,6,europe
unknown,honduras,15.2,-86.2419,2020-04-15,419,31,9,379,americas
unknown,hungary,47.1625,19.5033,2020-04-15,1579,134,192,1253,europe
unknown,iceland,64.9631,-19.0208,2020-04-15,1727,8,1077,642,europe
unknown,india,20.593684,78.96288,2020-04-15,12322,405,1432,10485,south-east asia
unknown,indonesia,-0.7893,113.9213,2020-04-15,5136,469,446,4221,south-east asia
unknown,iran,32.427908,53.68804599999999,2020-04-15,76389,4777,49933,21679,eastern mediterranean
unknown,iraq,33.223191,43.679291,2020-04-15,1415,79,812,524,eastern mediterranean
unknown,ireland,53.1424,-7.6921,2020-04-15,12547,444,77,12026,europe
unknown,israel,31.046051000000002,34.851612,2020-04-15,12501,130,2563,9808,europe
unknown,italy,41.87194,12.56738,2020-04-15,165155,21645,38092,105418,europe
unknown,jamaica,18.1096,-77.2975,2020-04-15,125,5,21,99,americas
unknown,japan,36.204824,138.252924,2020-04-15,8835,186,853,7796,western pacific
unknown,jordan,31.24,36.51,2020-04-15,401,7,250,144,eastern mediterranean
unknown,kazakhstan,48.0196,66.9237,2020-04-15,1295,16,240,1039,europe
unknown,kenya,-0.0236,37.9062,2020-04-15,225,10,53,162,africa
unknown,south korea,35.90775700000001,127.766922,2020-04-15,10591,225,7616,2750,western pacific
unknown,kuwait,29.311659999999996,47.481766,2020-04-15,1405,3,206,1196,eastern mediterranean
unknown,kyrgyzstan,41.20438,74.766098,2020-04-15,449,5,78,366,europe
unknown,latvia,56.8796,24.6032,2020-04-15,666,5,44,617,europe
unknown,lebanon,33.8547,35.8623,2020-04-15,658,21,85,552,eastern mediterranean
unknown,liberia,6.4280550000000005,-9.429499,2020-04-15,59,6,4,49,africa
unknown,liechtenstein,47.14,9.55,2020-04-15,79,1,77,1,europe
unknown,lithuania,55.1694,23.8813,2020-04-15,1091,30,138,923,europe
unknown,luxembourg,49.8153,6.1296,2020-04-15,3373,69,526,2778,europe
unknown,madagascar,-18.766947000000002,46.869107,2020-04-15,110,0,29,81,africa
unknown,malaysia,4.210483999999999,101.97576600000001,2020-04-15,5072,83,2647,2342,western pacific
unknown,maldives,3.2028,73.2207,2020-04-15,22,0,16,6,south-east asia
unknown,malta,35.9375,14.3754,2020-04-15,399,3,44,352,europe
unknown,mauritania,21.0079,-10.9408,2020-04-15,7,1,2,4,africa
unknown,mauritius,-20.348404000000002,57.552152,2020-04-15,324,9,65,250,africa
unknown,mexico,23.6345,-102.5528,2020-04-15,5847,449,2125,3273,americas
unknown,moldova,47.4116,28.3699,2020-04-15,2049,46,171,1832,europe
unknown,monaco,43.7333,7.4167,2020-04-15,93,3,12,78,europe
unknown,mongolia,46.8625,103.8467,2020-04-15,30,0,5,25,western pacific
unknown,montenegro,42.708678000000006,19.37439,2020-04-15,288,4,55,229,europe
unknown,morocco,31.7917,-7.0926,2020-04-15,2024,127,229,1668,eastern mediterranean
unknown,namibia,-22.9576,18.4904,2020-04-15,16,0,3,13,africa
unknown,nepal,28.1667,84.25,2020-04-15,16,0,1,15,south-east asia
aruba,netherlands,12.5211,-69.9683,2020-04-15,93,1,39,53,europe
curacao,netherlands,12.1696,-68.99,2020-04-15,14,1,10,3,europe
sint maarten,netherlands,18.0425,-63.0548,2020-04-15,53,9,5,39,europe
unknown,netherlands,52.1326,5.2913,2020-04-15,28153,3134,0,25019,europe
unknown,new zealand,-40.9006,174.886,2020-04-15,1386,9,728,649,western pacific
unknown,nicaragua,12.865416,-85.207229,2020-04-15,9,1,4,4,americas
unknown,niger,17.607789,8.081666,2020-04-15,584,14,90,480,africa
unknown,nigeria,9.082,8.6753,2020-04-15,407,12,128,267,africa
unknown,north macedonia,41.6086,21.7453,2020-04-15,974,45,98,831,europe
unknown,norway,60.472,8.4689,2020-04-15,6740,150,32,6558,europe
unknown,oman,21.512583,55.92325500000001,2020-04-15,910,4,131,775,eastern mediterranean
unknown,pakistan,30.3753,69.3451,2020-04-15,6919,128,1645,5146,eastern mediterranean
unknown,panama,8.538,-80.7821,2020-04-15,3574,95,72,3407,americas
unknown,papua new guinea,-6.314993,143.95555,2020-04-15,2,0,0,2,western pacific
unknown,paraguay,-23.4425,-58.4438,2020-04-15,161,8,23,130,americas
unknown,peru,-9.19,-75.0152,2020-04-15,11475,254,3108,8113,americas
unknown,philippines,12.879721,121.77401699999999,2020-04-15,5453,349,353,4751,western pacific
unknown,poland,51.9194,19.1451,2020-04-15,7582,286,668,6628,europe
unknown,portugal,39.3999,-8.2245,2020-04-15,18091,599,383,17109,europe
unknown,qatar,25.3548,51.1839,2020-04-15,3711,7,406,3298,eastern mediterranean
unknown,romania,45.9432,24.9668,2020-04-15,7216,372,1217,5627,europe
unknown,russia,61.52401,105.31875600000001,2020-04-15,24490,198,1986,22306,europe
unknown,rwanda,-1.9403,29.8739,2020-04-15,136,0,54,82,africa
unknown,saint lucia,13.9094,-60.9789,2020-04-15,15,0,11,4,americas
unknown,saint vincent and the grenadines,12.9843,-61.2872,2020-04-15,12,0,1,11,americas
unknown,san marino,43.9424,12.4578,2020-04-15,372,36,53,283,europe
unknown,saudi arabia,23.885942,45.079162,2020-04-15,5862,79,931,4852,eastern mediterranean
unknown,senegal,14.4974,-14.4524,2020-04-15,314,2,190,122,africa
unknown,serbia,44.0165,21.0059,2020-04-15,4873,99,0,4774,europe
unknown,seychelles,-4.6796,55.492,2020-04-15,11,0,0,11,africa
unknown,singapore,1.2833,103.8333,2020-04-15,3699,10,652,3037,western pacific
unknown,slovakia,48.669,19.699,2020-04-15,863,6,151,706,europe
unknown,slovenia,46.1512,14.9955,2020-04-15,1248,61,165,1022,europe
unknown,somalia,5.152149,46.199616,2020-04-15,80,5,2,73,eastern mediterranean
unknown,south africa,-30.5595,22.9375,2020-04-15,2506,34,410,2062,africa
unknown,spain,40.463667,-3.7492199999999998,2020-04-15,177644,18708,70853,88083,europe
unknown,sri lanka,7.873054,80.77179699999998,2020-04-15,238,7,63,168,south-east asia
unknown,sudan,12.8628,30.2176,2020-04-15,32,5,4,23,eastern mediterranean
unknown,suriname,3.9193,-56.0278,2020-04-15,10,1,6,3,americas
unknown,sweden,60.128161,18.643501,2020-04-15,11927,1203,0,10724,europe
unknown,switzerland,46.8182,8.2275,2020-04-15,26336,1239,15400,9697,europe
unknown,taiwan*,23.7,121.0,2020-04-15,395,6,124,265,western pacific
unknown,tanzania,-6.369028,34.888822,2020-04-15,88,4,11,73,africa
unknown,thailand,15.870032,100.992541,2020-04-15,2643,43,1497,1103,south-east asia
unknown,togo,8.6195,0.8248,2020-04-15,81,3,35,43,africa
unknown,trinidad and tobago,10.6918,-61.2225,2020-04-15,114,8,19,87,americas
unknown,tunisia,33.886917,9.537499,2020-04-15,780,35,43,702,eastern mediterranean
unknown,turkey,38.9637,35.2433,2020-04-15,69392,1518,5674,62200,europe
unknown,uganda,1.373333,32.290275,2020-04-15,55,0,12,43,africa
unknown,ukraine,48.3794,31.1656,2020-04-15,3764,108,143,3513,europe
unknown,united arab emirates,23.424076,53.847818000000004,2020-04-15,5365,33,1034,4298,eastern mediterranean
bermuda,united kingdom,32.3078,-64.7505,2020-04-15,81,5,33,43,europe
cayman islands,united kingdom,19.3133,-81.2546,2020-04-15,54,1,6,47,europe
channel islands,united kingdom,49.3723,-2.3644,2020-04-15,447,15,69,363,europe
gibraltar,united kingdom,36.1408,-5.3536,2020-04-15,131,0,104,27,europe
isle of man,united kingdom,54.2361,-4.5481,2020-04-15,256,4,151,101,europe
montserrat,united kingdom,16.742498,-62.187366000000004,2020-04-15,11,0,1,10,europe
unknown,united kingdom,55.3781,-3.4360000000000004,2020-04-15,106458,14927,0,91531,europe
unknown,uruguay,-32.5228,-55.7658,2020-04-15,493,9,272,212,americas
unknown,us,40.0,-100.0,2020-04-15,637974,33329,52096,552549,americas
unknown,uzbekistan,41.377491,64.585262,2020-04-15,1302,4,107,1191,europe
unknown,venezuela,6.4238,-66.5897,2020-04-15,197,9,111,77,americas
unknown,vietnam,14.058323999999999,108.277199,2020-04-15,267,0,171,96,western pacific
unknown,zambia,-13.133897,27.849332,2020-04-15,48,2,30,16,africa
unknown,zimbabwe,-19.015438,29.154857,2020-04-15,23,3,1,19,africa
unknown,dominica,15.415,-61.371,2020-04-15,16,0,8,8,americas
unknown,grenada,12.1165,-61.678999999999995,2020-04-15,14,0,0,14,americas
unknown,mozambique,-18.665695,35.529562,2020-04-15,29,0,0,29,africa
unknown,syria,34.802075,38.99681500000001,2020-04-15,33,2,0,31,eastern mediterranean
unknown,timor-leste,-8.874217,125.727539,2020-04-15,8,0,0,8,south-east asia
unknown,belize,17.1899,-88.4976,2020-04-15,18,2,0,16,americas
unknown,laos,19.856270000000002,102.495496,2020-04-15,19,0,1,18,western pacific
unknown,libya,26.3351,17.228331,2020-04-15,48,1,9,38,eastern mediterranean
unknown,west bank and gaza,31.9522,35.2332,2020-04-15,291,2,63,226,eastern mediterranean
unknown,guinea-bissau,11.8037,-15.1804,2020-04-15,43,0,0,43,africa
unknown,mali,17.570692,-3.996166000000001,2020-04-15,148,13,34,101,africa
unknown,saint kitts and nevis,17.357822,-62.782998,2020-04-15,14,0,0,14,americas
northwest territories,canada,64.8255,-124.8457,2020-04-15,5,0,0,5,americas
yukon,canada,64.2823,-135.0,2020-04-15,8,0,0,8,americas
unknown,kosovo,42.602636,20.902977,2020-04-15,387,8,66,313,europe
unknown,burma,21.9162,95.956,2020-04-15,74,4,2,68,south-east asia
anguilla,united kingdom,18.2206,-63.0686,2020-04-15,3,0,1,2,europe
british virgin islands,united kingdom,18.4207,-64.64,2020-04-15,3,0,2,1,europe
turks and caicos islands,united kingdom,21.69400000000001,-71.7979,2020-04-15,10,1,0,9,europe
unknown,botswana,-22.3285,24.6849,2020-04-15,13,1,0,12,africa
unknown,burundi,-3.3731,29.9189,2020-04-15,5,1,0,4,africa
unknown,sierra leone,8.460555000000001,-11.779889,2020-04-15,13,0,0,13,africa
unknown,malawi,-13.2543,34.3015,2020-04-15,16,2,0,14,africa
falkland islands (malvinas),united kingdom,-51.7963,-59.5236,2020-04-15,11,0,1,10,europe
saint pierre and miquelon,france,46.8852,-56.3159,2020-04-15,1,0,0,1,europe
unknown,south sudan,6.8770000000000024,31.307,2020-04-15,4,0,0,4,africa
unknown,western sahara,24.2155,-12.8858,2020-04-15,6,0,0,6,africa
unknown,sao tome and principe,0.1864,6.6131,2020-04-15,4,0,0,4,africa
unknown,yemen,15.552726999999999,48.516388,2020-04-15,1,0,0,1,eastern mediterranean
unknown,comoros,-11.6455,43.3333,2020-04-15,0,0,0,0,africa
unknown,tajikistan,38.861,71.2761,2020-04-15,0,0,0,0,europe
unknown,lesotho,-29.61,28.2336,2020-04-15,0,0,0,0,africa
unknown,afghanistan,33.93911,67.709953,2020-04-16,840,30,54,756,eastern mediterranean
